epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,2107.81,1.7118,1.06805,1.02836,0.53321,0.42387,0.41105,0.14435,2.15977,2.11537,1.18406,0.000643795,0.000643795,0.000643795
64,2140.52,1.70492,1.07883,1.03714,0.54135,0.44395,0.4224,0.14428,2.15718,1.97785,1.1485,0.000627292,0.000627292,0.000627292
65,2173.3,1.67032,1.0644,1.01801,0.55203,0.45718,0.43921,0.15572,2.12383,2.03243,1.15195,0.000610789,0.000610789,0.000610789
66,2206.23,1.67608,1.04937,1.02758,0.54593,0.4646,0.454,0.15796,2.16003,2.03486,1.15749,0.000594286,0.000594286,0.000594286
67,2239.25,1.68159,1.045,1.02034,0.49657,0.45042,0.41249,0.14035,2.12438,1.98856,1.16895,0.000577782,0.000577782,0.000577782
68,2272.13,1.65997,1.05121,1.04036,0.51237,0.48309,0.45199,0.16116,2.02438,2.15318,1.13727,0.000561279,0.000561279,0.000561279
69,2304.95,1.64884,1.02014,1.01883,0.51217,0.47259,0.43419,0.15482,2.11793,1.99046,1.18264,0.000544776,0.000544776,0.000544776
70,2337.88,1.67047,1.03304,1.022,0.5425,0.45987,0.45836,0.15612,2.19843,2.0076,1.19286,0.000528272,0.000528272,0.000528272
71,2370.72,1.67533,1.03898,1.02615,0.53965,0.43918,0.43209,0.14965,2.12956,2.07241,1.17251,0.000511769,0.000511769,0.000511769
72,2403.61,1.63901,1.01693,1.00623,0.59182,0.49172,0.48114,0.17628,2.0493,1.85944,1.16428,0.000495266,0.000495266,0.000495266
73,2436.48,1.63774,1.00811,1.01239,0.57359,0.4434,0.40137,0.13962,2.17896,2.03886,1.174,0.000478762,0.000478762,0.000478762
74,2469.37,1.62345,1.03273,1.00995,0.58549,0.43417,0.45051,0.15898,2.08474,1.89831,1.13187,0.000462259,0.000462259,0.000462259
75,2502.3,1.62423,1.01383,1.00083,0.5108,0.47906,0.44079,0.15731,2.14212,1.89222,1.17265,0.000445756,0.000445756,0.000445756
76,2535.14,1.60313,0.98134,1.007,0.55985,0.4359,0.4379,0.15257,2.13727,1.99912,1.16542,0.000429253,0.000429253,0.000429253
77,2568.01,1.62121,0.99851,1.00295,0.61068,0.47758,0.49108,0.18302,2.10054,1.8661,1.15143,0.000412749,0.000412749,0.000412749
78,2601.08,1.61551,0.98802,0.99842,0.56904,0.46221,0.43842,0.14987,2.1655,1.99091,1.16443,0.000396246,0.000396246,0.000396246
79,2634.01,1.59415,0.96368,0.99004,0.55017,0.4345,0.43189,0.15388,2.10359,2.00068,1.14506,0.000379743,0.000379743,0.000379743
80,2666.83,1.6051,0.99281,0.99785,0.53768,0.44423,0.43338,0.14406,2.18265,2.09962,1.17371,0.000363239,0.000363239,0.000363239
81,2699.8,1.59536,0.97897,0.99008,0.54003,0.46701,0.44238,0.15189,2.17897,2.04616,1.18508,0.000346736,0.000346736,0.000346736
82,2732.63,1.57827,0.97788,1.00242,0.60634,0.45815,0.44764,0.15056,2.12768,2.17359,1.18018,0.000330233,0.000330233,0.000330233
83,2765.67,1.58081,0.9548,0.98554,0.55259,0.47049,0.45274,0.15171,2.1657,2.00408,1.17274,0.000313729,0.000313729,0.000313729
84,2798.53,1.55822,0.94935,0.99345,0.62356,0.46491,0.47326,0.17375,2.09466,1.95492,1.16528,0.000297226,0.000297226,0.000297226
85,2831.34,1.56421,0.95515,0.98406,0.62264,0.4844,0.48767,0.1761,2.07213,1.96707,1.15528,0.000280723,0.000280723,0.000280723
86,2864.17,1.57341,0.94493,0.99635,0.62641,0.4566,0.45468,0.164,2.15881,1.92554,1.14505,0.00026422,0.00026422,0.00026422
87,2897.18,1.58253,0.94318,0.98963,0.59119,0.46137,0.46079,0.17033,2.14395,1.87915,1.12895,0.000247716,0.000247716,0.000247716
88,2930.16,1.56665,0.94889,0.98299,0.5766,0.48233,0.45531,0.16684,2.09545,1.97202,1.14902,0.000231213,0.000231213,0.000231213
89,2963.04,1.53938,0.9366,0.97681,0.53448,0.45427,0.42972,0.14909,2.1694,2.02747,1.17439,0.00021471,0.00021471,0.00021471
90,2995.8,1.52105,0.90729,0.98009,0.56208,0.46565,0.46736,0.17147,2.14209,2.11358,1.1858,0.000198206,0.000198206,0.000198206
91,3031.37,1.54649,0.92774,1.01106,0.62239,0.44598,0.47347,0.17981,2.11085,2.06015,1.16913,0.000181703,0.000181703,0.000181703
92,3064.16,1.54792,0.91936,1.01737,0.61198,0.43802,0.4501,0.16445,2.1234,2.03529,1.15946,0.0001652,0.0001652,0.0001652
93,3096.81,1.53823,0.8997,1.00713,0.60757,0.45772,0.47321,0.17951,2.1082,1.95118,1.16583,0.000148696,0.000148696,0.000148696
94,3129.37,1.52352,0.88897,0.99945,0.57437,0.44688,0.45266,0.16633,2.15275,2.0687,1.17179,0.000132193,0.000132193,0.000132193
95,3162.01,1.51689,0.87882,1.00219,0.6498,0.43641,0.45258,0.15887,2.14715,2.09139,1.17007,0.00011569,0.00011569,0.00011569
96,3194.65,1.51642,0.89237,0.9957,0.55803,0.45657,0.4411,0.15876,2.12056,2.17047,1.17421,9.91865e-05,9.91865e-05,9.91865e-05
97,3227.26,1.51979,0.88292,0.99168,0.58209,0.44977,0.45757,0.1651,2.11961,2.16951,1.17528,8.26832e-05,8.26832e-05,8.26832e-05
98,3260,1.48759,0.85169,0.98967,0.55257,0.46278,0.44685,0.16242,2.1383,2.15039,1.17298,6.61799e-05,6.61799e-05,6.61799e-05
99,3292.65,1.50249,0.86628,0.98908,0.59787,0.44036,0.4523,0.16746,2.13439,2.16201,1.18515,4.96766e-05,4.96766e-05,4.96766e-05
100,3325.22,1.5171,0.87717,0.9916,0.59915,0.44743,0.45839,0.16975,2.13275,2.15734,1.18154,3.31733e-05,3.31733e-05,3.31733e-05
