epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,7377.07,1.58493,1.02022,0.98813,0.57832,0.49314,0.47846,0.17533,2.08068,1.56832,1.18151,0.000643795,0.000643795,0.000643795
64,7493.53,1.60032,1.02623,0.97361,0.57793,0.50714,0.47227,0.17558,2.06987,1.66351,1.14811,0.000627292,0.000627292,0.000627292
65,7610.04,1.59456,1.04681,0.98643,0.58054,0.50118,0.49813,0.18577,2.05354,1.57321,1.16246,0.000610789,0.000610789,0.000610789
66,7726.56,1.60208,1.04097,0.97837,0.60089,0.47129,0.48098,0.17892,2.05351,1.67453,1.13876,0.000594286,0.000594286,0.000594286
67,7843.16,1.5964,1.02398,0.96318,0.57445,0.50626,0.48398,0.17411,2.12163,1.62269,1.15187,0.000577782,0.000577782,0.000577782
68,7959.81,1.58581,1.0115,0.96831,0.60009,0.50402,0.49239,0.17976,2.08894,1.59747,1.14225,0.000561279,0.000561279,0.000561279
69,8076.52,1.5536,1.00087,0.96786,0.61448,0.48006,0.48606,0.174,2.12227,1.5632,1.16316,0.000544776,0.000544776,0.000544776
70,8193.05,1.57742,1.01691,0.9703,0.62801,0.47721,0.50131,0.1815,2.06648,1.54416,1.16938,0.000528272,0.000528272,0.000528272
71,8309.61,1.54165,0.9905,0.96156,0.60037,0.49715,0.49521,0.17813,2.05752,1.61486,1.14349,0.000511769,0.000511769,0.000511769
72,8426.13,1.56466,0.98009,0.96637,0.59341,0.49114,0.48496,0.18561,2.01873,1.56455,1.13294,0.000495266,0.000495266,0.000495266
73,8542.71,1.55889,0.99215,0.96304,0.58579,0.49181,0.50146,0.18153,2.07303,1.60778,1.16088,0.000478762,0.000478762,0.000478762
74,8659.18,1.55823,0.97658,0.9629,0.60503,0.49118,0.4924,0.18048,2.0379,1.60442,1.13188,0.000462259,0.000462259,0.000462259
75,8775.72,1.51939,0.95422,0.96931,0.60988,0.49416,0.50443,0.19202,2.04431,1.53667,1.13803,0.000445756,0.000445756,0.000445756
76,8892.24,1.50842,0.94222,0.95282,0.64132,0.49793,0.52132,0.19434,2.06578,1.57764,1.12526,0.000429253,0.000429253,0.000429253
77,9008.71,1.56163,0.9721,0.96096,0.61992,0.51085,0.50937,0.19104,2.07364,1.621,1.14775,0.000412749,0.000412749,0.000412749
78,9125.31,1.51926,0.95164,0.95694,0.58608,0.50987,0.50541,0.17947,2.10095,1.62967,1.15466,0.000396246,0.000396246,0.000396246
79,9241.89,1.55288,0.96028,0.9532,0.57441,0.48509,0.48215,0.18032,2.09413,1.66665,1.15876,0.000379743,0.000379743,0.000379743
80,9358.51,1.51318,0.94434,0.95132,0.59839,0.48594,0.49086,0.18139,2.08788,1.59301,1.16023,0.000363239,0.000363239,0.000363239
81,9475.12,1.49917,0.93294,0.95941,0.5966,0.47591,0.49247,0.17598,2.09845,1.624,1.17294,0.000346736,0.000346736,0.000346736
82,9591.61,1.50704,0.94405,0.95245,0.58204,0.4864,0.47737,0.17292,2.1273,1.58747,1.1732,0.000330233,0.000330233,0.000330233
83,9708.11,1.50161,0.92575,0.9498,0.61382,0.48637,0.49116,0.18655,2.08867,1.56061,1.16919,0.000313729,0.000313729,0.000313729
84,9824.61,1.49696,0.92041,0.949,0.61054,0.51797,0.51288,0.19293,2.07567,1.56509,1.16557,0.000297226,0.000297226,0.000297226
85,9941.28,1.50013,0.92042,0.95344,0.60154,0.49911,0.50261,0.18837,2.06982,1.58734,1.16951,0.000280723,0.000280723,0.000280723
86,10057.8,1.47674,0.91397,0.94339,0.60948,0.4934,0.50213,0.18861,2.05148,1.56901,1.16886,0.00026422,0.00026422,0.00026422
87,10174.5,1.47375,0.9084,0.94203,0.60482,0.48139,0.48892,0.18532,2.10142,1.56513,1.19073,0.000247716,0.000247716,0.000247716
88,10291.2,1.48019,0.92521,0.95292,0.5853,0.5026,0.49941,0.18634,2.09928,1.57542,1.17892,0.000231213,0.000231213,0.000231213
89,10408,1.48457,0.91249,0.94134,0.60762,0.49813,0.50267,0.19117,2.1017,1.55211,1.2088,0.00021471,0.00021471,0.00021471
90,10524.6,1.47003,0.90236,0.94305,0.59815,0.49764,0.49246,0.18563,2.08736,1.60959,1.19816,0.000198206,0.000198206,0.000198206
91,10643.7,1.48698,0.92499,0.97953,0.6032,0.50452,0.50801,0.19165,2.06417,1.56519,1.19628,0.000181703,0.000181703,0.000181703
92,10760.3,1.45943,0.88179,0.95996,0.59744,0.50138,0.5025,0.19283,2.06989,1.55913,1.17816,0.0001652,0.0001652,0.0001652
93,10876.7,1.46094,0.88485,0.96392,0.59924,0.49388,0.49941,0.1919,2.08306,1.5659,1.19839,0.000148696,0.000148696,0.000148696
94,10993.1,1.46177,0.89206,0.96085,0.60019,0.49701,0.50789,0.19383,2.07227,1.52681,1.17203,0.000132193,0.000132193,0.000132193
95,11109.6,1.44384,0.8886,0.96209,0.61014,0.49809,0.50286,0.19103,2.07318,1.54143,1.19205,0.00011569,0.00011569,0.00011569
96,11225.9,1.44822,0.87256,0.95855,0.60344,0.49974,0.50454,0.19082,2.07083,1.541,1.18358,9.91865e-05,9.91865e-05,9.91865e-05
97,11342.4,1.46667,0.88144,0.96115,0.61111,0.49899,0.50808,0.18997,2.07307,1.53535,1.17941,8.26832e-05,8.26832e-05,8.26832e-05
98,11458.8,1.42925,0.8603,0.96104,0.6184,0.50463,0.51178,0.19337,2.06895,1.54612,1.17828,6.61799e-05,6.61799e-05,6.61799e-05
99,11575.1,1.42591,0.86411,0.95402,0.61032,0.50948,0.51618,0.19575,2.06208,1.54052,1.17401,4.96766e-05,4.96766e-05,4.96766e-05
100,11691.4,1.42044,0.86543,0.95401,0.61444,0.5073,0.51687,0.19538,2.06301,1.54019,1.17444,3.31733e-05,3.31733e-05,3.31733e-05
